名称及规格,单位,数量,市场价,合计,单位面积用量
绝缘导线 RVS2*1.0,m,374.115,0.81,303.03,0.0292826393237
塑料护口 15～25,个,3008.1647,0.1,300.82,0.235454344083
荧光灯吊链 ,m,138.0,2.17,299.46,0.0108015028178
镀锌圆钢 Φ10以内,kg,64.544,4.59,296.26,0.00505197244834
三合板 ,m2,25.192,11.42,287.69,0.00197182216656
塑料软管 ,kg,35.81,7.99,286.12,0.00280291170946
镀锌铁丝 8#-12#,kg,73.7327,3.85,283.87,0.00577118816531
CY-401粘结剂 ,kg,26.1045,10.5,274.1,0.00204324514715
200号溶剂汽油 ,kg,114.0294,2.4,273.67,0.00892528177833
钢板网 ,m2,77.9918,3.5,272.97,0.00610455541641
酚醛调合漆 ,kg,21.6106,12.54,271.0,0.00169149968691
压力表 0-1.6MPa,支,9.0,29.0,261.0,0.000704445835942
橡胶圈 50,个,250.5248,1.0,250.52,0.0196090169067
KBG接地卡子 Φ20,个,1036.2006,0.24,248.69,0.0811052442079
铁件 ,kg,66.2829,3.72,246.57,0.00518807921102
柔性下水铸铁管法兰压盖 75,个,64.56,3.8,245.33,0.00505322479649
PPR四通De25 ,个,72.6,3.37,244.66,0.00568252974327
裸铜线 10mm2,m,125.44,1.94,243.35,0.00981840951785
预埋铁件 ,kg,54.3035,4.44,241.11,0.00425043049468
单控三联跷板开关 ,个,37.74,6.2,233.99,0.00295397620539
绝缘导线 BV-10,m,92.9793,2.46,228.72,0.00727765341265
路名牌 ,张,114.24,2.0,228.48,0.0089417658109
塑料胶布带 25*10,卷,234.2337,0.96,224.86,0.0183338838447
红机砖 ,块,448.0,0.5,224.0,0.035065748278
镀锌活接头 25,个,86.86,2.56,222.36,0.00679868503444
总等电位箱 ,台,1.0,220.0,220.0,7.82717595492e-05
叉式装载机 5t,台班,0.8,273.23,218.58,6.26174076393e-05
管卡 综合 25以内,个,484.772,0.45,218.15,0.0379439574202
硬木 ,m3,0.098,2183.0,213.93,7.67063243582e-06
塑料软管 Φ9,m,864.0,0.23,198.72,0.0676268002505
承接雨水口 Φ100,个,4.04,48.55,196.14,0.000316217908579
塑料球 75,个,46.87,4.16,194.98,0.00366859737007
螺栓 ,个,52.0568,3.73,194.17,0.0040745773325
密封胶 KS型,kg,11.7316,15.61,183.13,0.000918252974327
油麻绳 ,kg,17.7,10.26,181.6,0.00138541014402
橡胶垫 δ=2,m2,8.9267,20.0,178.53,0.000698708515967
塑料带 20*40,卷,44.36,3.99,177.0,0.0034721352536
沥青漆 ,kg,45.6497,3.86,176.21,0.00357308234189
YJV-5*4 ,m,11.817,14.88,175.84,0.000924937382592
电缆桥架SR300*100 ,m,1.407,119.85,168.63,0.000110128365686
KBG螺纹管接头 Φ32,个,39.0113,4.3,167.75,0.0030534830933
聚四氟乙烯生料带 d=20,m,661.608,0.25,165.4,0.0517852222918
镀锌电缆卡子 3*35,个,146.2457,1.13,165.26,0.0114469082655
汽车起重机 10t,台班,0.2839,569.84,161.78,2.2221352536e-05
螺母 ,kg,27.1721,5.87,159.5,0.00212680807765
铸铁地漏DN50 ,个,4.0,38.86,155.44,0.000313087038197
镀锌垫圈 10,个,3880.1137,0.04,155.2,0.30370332655
铜芯球墨铸铁截止阀DN20 ,个,4.04,37.74,152.47,0.000316217908579
橡胶板 δ=1-3,kg,18.5541,8.2,152.14,0.00145226205385
镀锌电缆卡子 2*35,个,160.2287,0.94,150.61,0.0125413822793
镀锌垫圈 8,个,3750.7345,0.04,150.03,0.293576588917
风扇 ,台,1.0,150.0,150.0,7.82717595492e-05
载重汽车 10t,台班,0.2839,520.96,147.9,2.2221352536e-05
钢保护管 40*400,根,41.6101,3.53,146.88,0.00325689574202
接线盒盖 ,个,146.88,1.0,146.88,0.0114965560426
镀锌钢管 50,m,5.55,26.04,144.52,0.000434408265498
KBG直管接头 Φ20,个,287.8335,0.5,143.92,0.0225292345022
PVC-U 上水塑料管件(室内) 25,个,129.2544,1.11,143.47,0.0101169693175
镀锌钢板 δ=0.5-0.65,kg,30.4,4.641,141.09,0.00237946149029
衬塑钢管接头零件室内) 70,个,3.3278,40.88,136.04,0.000260472761428
载重汽车 4t,台班,0.48,275.62,132.3,3.75704445836e-05
平焊法兰(1.6MPa以下) 50,片,8.0,16.5,132.0,0.000626174076393
黄漆布带 25,卷,7.92,16.04,127.04,0.000619912335629
焊接钢管接头 32,个,82.8285,1.52,125.9,0.00648313243582
圆钉 ,kg,34.0576,3.64,123.97,0.00266574827802
瓷接头 双路,个,310.03,0.39,120.91,0.024266593613
焊接钢管接头 40,个,62.4427,1.82,113.65,0.0048875
锁紧螺母 25,个,401.4992,0.28,112.42,0.0314260488416
石子 综合,kg,3183.245,0.057,111.07,0.249158187226
平焊法兰(1.6MPa以下) 40,片,8.0,12.7,101.6,0.000626174076393
执手锁 ,个,2.0,50.4,100.8,0.000156543519098
双头带母螺栓 20*150-190,套,49.44,1.968,97.3,0.00386975579211
镀锌带母螺栓 8*16～25,套,606.9972,0.16,97.12,0.0475107388854
防潮吸顶灯 ,套,2.02,45.0,90.9,0.000158108954289
镀锌活接头 50,个,13.13,6.8,89.28,0.00102770820288
压力表开关 15,个,9.0,9.9,89.1,0.000704445835942
相色带 ,卷,24.6,3.52,86.59,0.00192548528491
UPVC排水口 Φ50,套,19.19,4.5,86.36,0.00150203506575
压制弯头 70,个,32.5312,2.63,85.56,0.00254627426425
催干剂 ,kg,2.8603,29.58,84.6,0.000223880713838
橡胶圈 75,个,64.56,1.26,81.35,0.00505322479649
塑料软管 Φ16,m,144.0,0.56,80.64,0.0112711333751
塑料护口(钢管) 25,个,401.4992,0.2,80.3,0.0314260488416
塑料胶线 2*1.6/0.15,m,223.5,0.35,78.23,0.0174937382592
塑料球 100,个,14.832,5.2,77.13,0.00116092673763
沥青清漆 ,kg,19.2723,3.86,74.39,0.00150847683156
镀锌钢管接头零件(室内) 25,个,61.4184,1.19,73.09,0.00480732623669
聚氨脂泡沫塑料 ,m3,0.1044,700.0,73.08,8.17157169693e-06
绝缘导线 BV105-2.5,m,94.77,0.77,72.97,0.00741781465247
单相带保护门二、三极防溅插座 ,个,8.16,8.6,70.18,0.000638697557921
酚醛层压板 δ10～20,m2,0.08,859.0,68.72,6.26174076393e-06
油漆溶剂油 ,kg,28.3037,2.4,67.93,0.00221538040075
压力表弯管 Φ15,个,9.0,7.5,67.5,0.000704445835942
塑料护口(钢管) 20,个,673.5428,0.1,67.35,0.0527193800877
螺栓及垫片 ,kg,13.1176,5.12,67.16,0.00102673763306
镀锌带母螺栓 10*40～60,套,167.1576,0.4,66.86,0.013083719474
入盒接头及锁扣 32,套,13.2716,4.9,65.03,0.00103879148403
酚醛清漆 ,kg,5.6526,11.1,62.74,0.000442438948028
石棉盘根 ,kg,8.08,7.7,62.22,0.000632435817157
金属软管 Φ20,m,20.6,2.91,59.95,0.00161239824671
铜端子 6,个,42.63,1.4,59.68,0.00333672510958
焊接钢管接头70 ,个,17.3813,3.26,56.66,0.00136046493425
紫铜板 ,kg,2.4,23.6,56.64,0.000187852222918
醇酸调合漆 ,kg,4.5448,12.3,55.9,0.000355729492799
气焊条 ,kg,13.4503,4.0,53.8,0.00105277864746
酚醛防锈漆 ,kg,5.6193,9.4,52.82,0.000439832498435
双头带母螺栓 16*120-140,套,57.68,0.91,52.49,0.0045147150908
沥青绝缘漆 ,kg,7.3271,6.91,50.63,0.000573505009393
KBG接地卡子 Φ32,个,117.0338,0.43,50.32,0.00916044145272
镀锌带母螺栓 12*40～60,套,106.08,0.47,49.86,0.00830306825297
斜垫铁 ,kg,24.48,1.9,46.51,0.00191609267376
平垫铁 ,kg,24.384,1.9,46.33,0.00190857858485
镀锌活接头 32,个,12.12,3.7,44.84,0.000948653725736
膨胀螺栓 Φ16,套,16.48,2.7,44.5,0.00128991859737
镀锌六角螺栓 16*35～60,个,68.4553,0.65,44.5,0.00535811678147
KBG直管接头 Φ32,个,39.0113,1.1,42.91,0.0030534830933
镀锌活接头 40,个,8.08,5.18,41.85,0.000632435817157
压制弯头 80,个,10.92,3.66,39.97,0.000854727614277
垫圈 20,个,944.305,0.04,37.77,0.0739124139011
普通钢板 δ=3.5-4.0,kg,14.6067,2.58,37.69,0.00114329211021
无缝钢管 22*2.5,m,6.0,6.0,36.0,0.000469630557295
活接头垫 15,个,1138.2,0.03,34.15,0.0890889167188
镀锌蝶形螺母 10,个,68.4553,0.49,33.54,0.00535811678147
木螺丝 ,个,1582.012,0.021,33.23,0.123826862868
镀锌机螺钉 M6,套,114.24,0.286,32.67,0.0089417658109
镀锌钢管接头零件(室内) 32,个,17.3448,1.85,32.09,0.00135760801503
银粉 ,kg,1.3927,22.28,31.03,0.000109009079524
镀锌钢管 20,m,3.264,9.44,30.81,0.000255479023168
普通钢板 δ=1-1.5,kg,8.4,3.58,30.07,0.000657482780213
黑胶布带 20*20,卷,14.544,2.0,29.09,0.00113838447088
碎石、块石 ,m3,0.592,48.17,28.52,4.63368816531e-05
带母螺钉 5*15,套,821.4631,0.034,27.93,0.0642973622417
锁紧螺母 32,个,77.6517,0.34,26.4,0.00607793519098
普通钢板 δ=4.1-7,kg,9.6,2.71,26.02,0.000751408891672
管卡 综合 50以内,个,39.9602,0.64,25.57,0.00312775516594
汽车起重机 8t,台班,0.0507,492.38,24.96,3.96837820914e-06
锁紧螺母 40,个,58.5401,0.41,24.0,0.00458203663118
直管接头 32,个,13.2716,1.8,23.89,0.00103879148403
塑料护口(钢管) 40,个,58.5401,0.4,23.42,0.00458203663118
压制弯头 32,个,21.384,1.05,22.45,0.0016737633062
煤油 ,kg,6.72,3.24,21.77,0.00052598622417
塑料软管 Φ12,m,72.0,0.3,21.6,0.00563556668754
绝缘导线 BV-6,m,15.0,1.37,20.55,0.00117407639324
丝扣闸阀 15,个,1.5,13.5,20.25,0.000117407639324
黄腊布带20*50 ,盘,2.65,7.45,19.74,0.000207420162805
焊接钢管接头 50,个,7.3171,2.61,19.1,0.000572722291797
金属软管卡子 20,个,58.88,0.32,18.84,0.00460864120225
压盖 15,个,8.0,2.3,18.4,0.000626174076393
单控单联防潮跷板开关 ,个,3.06,5.9,18.05,0.00023951158422
位号牌 ,个,9.0,2.0,18.0,0.000704445835942
塑料软管 Φ7,m,114.714,0.15,17.21,0.00897886662492
塑料护口(钢管) 32,个,77.6517,0.2,15.53,0.00607793519098
尼龙接头 20,个,29.44,0.52,15.31,0.00230432060113
铜制带母螺栓 6*30,套,32.64,0.46,15.01,0.00255479023168
金属软管接头 Φ20,个,29.44,0.51,15.01,0.00230432060113
镀锌锁紧螺母(金属软管用) 20,个,58.24,0.24,13.98,0.00455854727614
镀锌弹簧垫圈 10,个,1907.4133,0.007,13.35,0.149296595178
黄油 ,kg,2.424,5.4,13.09,0.000189730745147
无光调合漆 ,kg,0.9,13.77,12.39,7.04445835942e-05
纸筋 ,kg,20.562,0.59,12.13,0.00160942391985
压盖 32,个,4.0,3.0,12.0,0.000313087038197
焊接钢管接头 15,个,33.0721,0.36,11.91,0.00258861145899
垫圈 16,个,593.28,0.02,11.87,0.0464370695053
带指示灯单控单联跷板开关 ,个,2.04,5.7,11.63,0.00015967438948
锁紧螺母 70,个,17.3813,0.64,11.12,0.00136046493425
黑玛钢弯头 20,个,22.22,0.5,11.11,0.00173919849718
塑料护口(钢管) 70,个,17.3813,0.6,10.43,0.00136046493425
上光蜡 ,kg,1.3342,7.8,10.41,0.00010443018159
压制弯头 50,个,6.21,1.64,10.18,0.0004860676268
熟桐油(光油) ,kg,0.3722,26.316,9.79,2.91327489042e-05
银粉涂料 ,kg,0.708,12.86,9.1,5.54164057608e-05
合页 ,个,5.328,1.7,9.06,0.000417031934878
酚醛磁漆 ,kg,0.66,13.3,8.78,5.16593613024e-05
钢板垫板 ,kg,3.0,2.67,8.01,0.000234815278647
胶木线夹 ,个,48.0,0.16,7.68,0.00375704445836
镀锌弹簧垫圈 8,个,1867.7172,0.004,7.47,0.146189511584
插销 ,个,2.376,3.1,7.37,0.000185973700689
硬脂酸 ,kg,0.7138,10.21,7.29,5.58703819662e-05
胶皮管 25,m,1.5,4.34,6.51,0.000117407639324
漂白粉 ,kg,4.0238,1.6,6.44,0.000314949906074
黑玛钢堵头 20,个,22.22,0.29,6.44,0.00173919849718
汽油 ,kg,1.632,3.62,5.91,0.000127739511584
塑料异形管 Φ5,m,30.5,0.19,5.8,0.00238728866625
锁紧螺母 15,个,31.0051,0.18,5.58,0.002426823732
带母螺栓 8*16-25,套,45.835,0.114,5.23,0.00358758609894
活接头垫 20,个,174.3,0.03,5.23,0.0136427676894
角钢 63以外,kg,2.0737,2.42,5.02,0.000162312147777
普通钢板 δ=1.6-1.9,kg,1.36,3.5,4.76,0.000106449592987
聚醋酸乙烯乳液 ,kg,0.9862,4.6,4.54,7.71916092674e-05
铁丝 8#-12#,kg,1.5416,2.9,4.47,0.000120663744521
标志牌 ,个,213.4721,0.02,4.27,0.0167088368817
硬塑料管 15,m,3.6,1.13,4.07,0.000281778334377
镀锌弯头 15,个,8.08,0.5,4.04,0.000632435817157
镀锌带母螺栓 8*30～60,套,15.3,0.26,3.98,0.0011975579211
镀锌带母螺栓 16*85～100,套,2.04,1.93,3.94,0.00015967438948
垫铁 ,kg,2.19,1.65,3.61,0.000171415153413
熟铁管箍 15,个,9.0,0.4,3.6,0.000704445835942
锁紧螺母 50,个,6.8598,0.49,3.36,0.000536928616155
裸铜线 6mm2,m,3.0,1.08,3.24,0.000234815278647
塑料护口(钢管) 15,个,31.0051,0.1,3.1,0.002426823732
镀锌角钢 ,kg,0.916,3.37,3.09,7.1696931747e-05
单管卡子 20,个,9.0,0.34,3.06,0.000704445835942
地脚螺栓 10*100,套,8.16,0.36,2.94,0.000638697557921
镀锌钢管接头零件(室内) 20,个,3.6864,0.79,2.91,0.000288541014402
铅板 ,kg,0.32,8.9,2.85,2.50469630557e-05
滑石粉 ,kg,8.0634,0.35,2.82,0.000631136505949
塑料护口(钢管) 50,个,6.8598,0.4,2.74,0.000536928616155
活接头垫 25,个,90.3,0.03,2.71,0.00706793988729
圆钢 Φ10以外,kg,0.8544,2.4,2.05,6.68753913588e-05
羧甲基纤维素 ,kg,0.174,11.0,1.91,1.36192861616e-05
防腐油 ,kg,1.0908,1.51,1.65,8.53788353162e-05
镀锌垫圈 6,个,28.56,0.04,1.14,0.00223544145272
拉手 ,个,2.376,0.42,1.0,0.000185973700689
油灰 ,kg,0.8,1.2,0.96,6.26174076393e-05
镀锌机螺钉 2～5*4～50,个,18.0,0.051,0.92,0.00140889167188
石膏粉 ,kg,1.3982,0.612,0.86,0.000109439574202
材料费 ,元,0.832,1.0,0.83,6.51221039449e-05
活接头垫 50,个,13.65,0.04,0.55,0.00106840951785
白水泥 ,kg,1.0,0.55,0.55,7.82717595492e-05
活接头垫 32,个,12.6,0.04,0.5,0.000986224170319
活接头垫 40,个,8.4,0.04,0.34,0.000657482780213
大白粉 ,kg,0.8121,0.3,0.24,6.35644959299e-05
镀锌垫圈 16,个,2.04,0.1,0.2,0.00015967438948
六角螺母 10,个,2.8302,0.064,0.18,0.000221524733876
塑料胀塞 ,个,4.2,0.03,0.13,0.000328741390106
漆片 ,kg,0.0036,36.95,0.13,2.81778334377e-07
机械费调整 ,元,-0.0215,1.0,-0.02,-1.68284283031e-06
防水套管 ,个,5.0,,,0.000391358797746
控制装置 ,个,4.04,,,0.000316217908579
隔板 ,m,122.1176,,,0.00955835942392
盖板 ,m,418.8022,,,0.0327803850971
试压用液 ,m3,139.2234,,,0.0108972604884
